Species (English and scientific names),Taxonomic group,COSEWIC Status,SARA Status,Page on SARA registry,Timeline,After 2017?,Lag (days) Minister -> GiC Receipt,Aquatic_vs_terrestrial,Consultation_Pathway,Last Minister Receipt,date_1,doc_type_1,date_2,doc_type_2,date_3,doc_type_3,date_4,doc_type_4,date_5,doc_type_5,date_6,doc_type_6,date_7,doc_type_7,date_8,doc_type_8,date_9,doc_type_9,date_10,doc_type_10,date_11,doc_type_11,date_12,doc_type_12,date_13,doc_type_13,date_14,doc_type_14,date_15,doc_type_15,date_16,doc_type_16,date_17,doc_type_17,date_18,doc_type_18
"Chinook Salmon (Oncorhynchus tshawytscha), Lower Thompson, Stream, Spring population",Fishes (marine),Endangered,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1501-1075,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook Salmon (Oncorhynchus tshawytscha), South Thompson, Stream, Summer 1.3 population",Fishes (marine),Endangered,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1500-1082,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook Salmon (Oncorhynchus tshawytscha), Southern Mainland Boundary Bay, Ocean, Fall population",Fishes (marine),Threatened,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1494-1076,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook Salmon (Oncorhynchus tshawytscha), West Vancouver Island, Ocean, Fall (Nootka & Kyuquot) population",Fishes (marine),Threatened,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1508-1083,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinook Salmon (Oncorhynchus tshawytscha), West Vancouver Island, Ocean, Fall (South) population",Fishes (marine),Threatened,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1507-1080,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis's Shieldback (Atlanticus davisi),Arthropods,Threatened,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1497-1085,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grappletail (Octogomphus specularis),Arthropods,Special Concern,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1517-1091,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-19T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leachâ€™s Storm-Petrel (Oceanodroma leucorhoa), Atlantic population",Birds,Threatened,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1496-1084,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesser Yellowlegs (Tringa flavipes),Birds,Threatened,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1495-1077,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maleberry (Lyonia ligustrina),Vascular Plants,Endangered,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1498-1087,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Brook Lamprey (Ichthyomyzon fossor), Saskatchewan-Nelson population",Fishes (freshwater),Endangered,Not on Schedule 1,https://species-registry.canada.ca/index-en.html#/species/971-784,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,2024-06-24T07:00:00Z,2_Consultation_Begin,2024-08-12T07:00:00Z,3_Consultation_End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purple Wartyback (Cyclonaias tuberculata),Molluscs,Threatened,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1519-1093,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-19T08:00:00Z,0_COSEWIC_Assessment,2022-08-03T07:00:00Z,2_Consultation_Begin,2022-10-31T07:00:00Z,3_Consultation_End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Knot roselaari subspecies (Calidris canutus roselaari),Birds,Threatened,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1511-1088,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silver Lamprey (Ichthyomyzon unicuspis), Saskatchewan - Nelson River populations",Fishes (freshwater),Special Concern,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1049-802,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,2023-08-25T07:00:00Z,2_Consultation_Begin,2023-10-24T07:00:00Z,3_Consultation_End,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead Trout (Oncorhynchus mykiss), Chilcotin River population",Fishes (marine),Endangered,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1400-1009,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2018-04-09T07:00:00Z,1_Response_Statement,2019-07-24T07:00:00Z,4_GiC_Receipt,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead Trout (Oncorhynchus mykiss), Thompson River population",Fishes (marine),Endangered,Not on Schedule 1 (under consideration for addition),https://species-registry.canada.ca/index-en.html#/species/1399-1010,No GiC Receipt,TRUE,0,,,2022-01-10T08:00:00Z,2018-04-09T07:00:00Z,1_Response_Statement,2019-07-24T07:00:00Z,4_GiC_Receipt,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barn Swallow (Hirundo rustica),Birds,Special Concern,Threatened (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/1147-790,No GiC Receipt (status change),TRUE,0,,,2022-01-10T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2011-12-08T08:00:00Z,2_Consultation_Begin,2012-11-08T08:00:00Z,3_Consultation_End,2017-03-08T08:00:00Z,4_GiC_Receipt,2017-03-11T08:00:00Z,5_GiC_Listing_Decision,2017-11-15T08:00:00Z,5_GiC_Listing_Decision,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-14T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beluga Whale (Delphinapterus leucas), Cumberland Sound population",Mammals (marine),Endangered,Threatened (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/130-276,No GiC Receipt (status change),TRUE,0,,,2022-01-10T08:00:00Z,2004-10-22T07:00:00Z,1_Response_Statement,2004-11-23T08:00:00Z,2_Consultation_Begin,2005-01-28T08:00:00Z,3_Consultation_End,2005-11-15T08:00:00Z,4_GiC_Receipt,2006-06-10T07:00:00Z,5_GiC_Listing_Decision,2006-09-06T07:00:00Z,5_GiC_Listing_Decision,2016-08-24T07:00:00Z,4_GiC_Receipt,2016-08-27T07:00:00Z,5_GiC_Listing_Decision,2017-05-03T07:00:00Z,5_GiC_Listing_Decision,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada Warbler (Cardellina canadensis),Birds,Special Concern,Threatened (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/1008-699,No GiC Receipt (status change),TRUE,0,,,2022-01-10T08:00:00Z,2008-08-28T07:00:00Z,0_COSEWIC_Assessment,2008-11-26T08:00:00Z,1_Response_Statement,2009-01-30T08:00:00Z,2_Consultation_Begin,2009-12-05T08:00:00Z,5_GiC_Listing_Decision,2010-03-17T07:00:00Z,5_GiC_Listing_Decision,2010-03-19T07:00:00Z,3_Consultation_End,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,2022-02-16T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferruginous Hawk (Buteo regalis),Birds,Special Concern,Threatened (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/47-397,No GiC Receipt (status change),TRUE,0,,,2022-01-10T08:00:00Z,2008-11-26T08:00:00Z,1_Response_Statement,2009-01-30T08:00:00Z,2_Consultation_Begin,2009-12-05T08:00:00Z,5_GiC_Listing_Decision,2010-03-17T07:00:00Z,5_GiC_Listing_Decision,2010-03-19T07:00:00Z,3_Consultation_End,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-14T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross's Gull (Rhodostethia rosea),Birds,Endangered,Threatened (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/59-11,No GiC Receipt (status change),TRUE,0,,,2022-01-10T08:00:00Z,2007-12-04T08:00:00Z,1_Response_Statement,2008-02-18T08:00:00Z,2_Consultation_Begin,2009-03-27T07:00:00Z,3_Consultation_End,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-24T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Short-eared Owl (Asio flammeus),Birds,Threatened,Special Concern (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/60-395,No GiC Receipt (status change),TRUE,0,,,2022-01-10T08:00:00Z,2008-11-26T08:00:00Z,1_Response_Statement,2009-01-30T08:00:00Z,2_Consultation_Begin,2010-03-19T07:00:00Z,3_Consultation_End,2011-11-09T08:00:00Z,4_GiC_Receipt,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-19T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yelloweye Rockfish (Sebastes ruberrimus), Pacific Ocean inside waters population",Fishes (marine),Threatened,Special Concern (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/1023-707,No GiC Receipt (status change),TRUE,0,,,2022-01-10T08:00:00Z,2009-08-28T07:00:00Z,0_COSEWIC_Assessment,2009-11-25T08:00:00Z,1_Response_Statement,2010-10-13T07:00:00Z,4_GiC_Receipt,2010-12-18T08:00:00Z,5_GiC_Listing_Decision,2011-07-06T07:00:00Z,5_GiC_Listing_Decision,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yelloweye Rockfish (Sebastes ruberrimus), Pacific Ocean outside waters population",Fishes (marine),Threatened,Special Concern (under consideration for status change),https://species-registry.canada.ca/index-en.html#/species/1020-711,No GiC Receipt (status change),TRUE,0,,,2022-01-10T08:00:00Z,2009-08-28T07:00:00Z,0_COSEWIC_Assessment,2009-11-25T08:00:00Z,1_Response_Statement,2010-10-13T07:00:00Z,4_GiC_Receipt,2010-12-18T08:00:00Z,5_GiC_Listing_Decision,2011-07-06T07:00:00Z,5_GiC_Listing_Decision,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Water-willow (Justicia americana),Vascular Plants,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/206-165,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-14T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlantic Mud-piddock (Barnea truncata),Molluscs,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/1065-738,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2010-12-02T08:00:00Z,1_Response_Statement,2016-08-24T07:00:00Z,4_GiC_Receipt,2016-08-27T07:00:00Z,5_GiC_Listing_Decision,2017-05-03T07:00:00Z,5_GiC_Listing_Decision,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-27T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Band-tailed Pigeon (Patagioenas fasciata),Birds,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1013-718,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2009-08-28T07:00:00Z,0_COSEWIC_Assessment,2009-11-25T08:00:00Z,1_Response_Statement,2009-12-17T08:00:00Z,2_Consultation_Begin,2010-05-27T07:00:00Z,4_GiC_Receipt,2010-07-03T07:00:00Z,5_GiC_Listing_Decision,2011-02-16T08:00:00Z,5_GiC_Listing_Decision,2011-03-01T08:00:00Z,3_Consultation_End,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-14T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coastal Wood Fern (Dryopteris arguta),Vascular Plants,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/527-92,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-14T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coeur d'Alene Salamander (Plethodon idahoensis),Amphibians,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/541-68,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2008-11-26T08:00:00Z,1_Response_Statement,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-14T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deerberry (Vaccinium stamineum),Vascular Plants,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/215-172,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Hog-nosed Snake (Heterodon platirhinos),Reptiles,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/301-277,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2008-11-26T08:00:00Z,1_Response_Statement,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-19T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edwards' Beach Moth (Anarta edwardsii),Arthropods,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1043-727,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2009-08-28T07:00:00Z,0_COSEWIC_Assessment,2009-11-25T08:00:00Z,1_Response_Statement,2009-12-17T08:00:00Z,2_Consultation_Begin,2010-05-27T07:00:00Z,4_GiC_Receipt,2010-07-03T07:00:00Z,5_GiC_Listing_Decision,2011-02-16T08:00:00Z,5_GiC_Listing_Decision,2011-03-01T08:00:00Z,3_Consultation_End,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Five-lined Skink (Plestiodon fasciatus), Carolinian population",Reptiles,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/974-661,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2007-12-04T08:00:00Z,1_Response_Statement,2008-02-18T08:00:00Z,2_Consultation_Begin,2008-06-25T07:00:00Z,4_GiC_Receipt,2009-01-17T08:00:00Z,5_GiC_Listing_Decision,2009-03-18T07:00:00Z,5_GiC_Listing_Decision,2009-03-27T07:00:00Z,3_Consultation_End,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-19T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Five-lined Skink (Plestiodon fasciatus), Great Lakes / St. Lawrence population",Reptiles,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/973-645,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2007-12-04T08:00:00Z,1_Response_Statement,2008-02-18T08:00:00Z,2_Consultation_Begin,2008-06-25T07:00:00Z,4_GiC_Receipt,2009-01-17T08:00:00Z,5_GiC_Listing_Decision,2009-03-18T07:00:00Z,5_GiC_Listing_Decision,2009-03-27T07:00:00Z,3_Consultation_End,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-19T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green-scaled Willow (Salix chlorolepis),Vascular Plants,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/935-615,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2006-08-30T07:00:00Z,0_COSEWIC_Assessment,2006-11-29T08:00:00Z,1_Response_Statement,2006-12-28T08:00:00Z,2_Consultation_Begin,2007-05-16T07:00:00Z,4_GiC_Receipt,2007-08-11T07:00:00Z,5_GiC_Listing_Decision,2007-12-26T08:00:00Z,5_GiC_Listing_Decision,2008-03-14T07:00:00Z,3_Consultation_End,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky Coffee-tree (Gymnocladus dioicus),Vascular Plants,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/222-178,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2021-12-20T08:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Chubsucker (Erimyzon sucetta),Fishes (freshwater),Endangered,"Endangered (since June 23, 2011)",https://species-registry.canada.ca/index-en.html#/species/101-63,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2009-11-25T08:00:00Z,1_Response_Statement,2010-10-13T07:00:00Z,4_GiC_Receipt,2010-12-18T08:00:00Z,5_GiC_Listing_Decision,2011-07-06T07:00:00Z,5_GiC_Listing_Decision,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-19T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Brook Lamprey (Ichthyomyzon fossor), Great Lakes - Upper St. Lawrence populations",Fishes (freshwater),Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/970-663,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2007-12-04T08:00:00Z,1_Response_Statement,2008-06-25T07:00:00Z,4_GiC_Receipt,2009-01-17T08:00:00Z,5_GiC_Listing_Decision,2009-03-18T07:00:00Z,5_GiC_Listing_Decision,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Knot rufa subspecies (Calidris canutus rufa), Tierra del Fuego / Patagonia wintering population",Birds,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/980-649,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2007-08-28T07:00:00Z,0_COSEWIC_Assessment,2007-12-04T08:00:00Z,1_Response_Statement,2008-02-18T08:00:00Z,2_Consultation_Begin,2009-03-27T07:00:00Z,3_Consultation_End,2011-11-09T08:00:00Z,4_GiC_Receipt,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silver Lamprey (Ichthyomyzon unicuspis), Great Lakes - Upper St. Lawrence populations",Fishes (freshwater),Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1151-793,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2011-09-09T07:00:00Z,0_COSEWIC_Assessment,2011-12-08T08:00:00Z,1_Response_Statement,2019-03-20T07:00:00Z,4_GiC_Receipt,2019-03-23T07:00:00Z,5_GiC_Listing_Decision,2019-08-21T07:00:00Z,5_GiC_Listing_Decision,2021-10-12T07:00:00Z,0_COSEWIC_Assessment,2022-01-10T08:00:00Z,1_Response_Statement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swift Fox (Vulpes velox),Mammals (terrestrial),Threatened,"Threatened (since June 20, 2012)",https://species-registry.canada.ca/index-en.html#/species/140-124,No GiC Receipt (no change needed),TRUE,0,,,2022-01-10T08:00:00Z,2010-09-03T07:00:00Z,0_COSEWIC_Assessment,2010-12-02T08:00:00Z,1_Response_Statement,2010-12-02T08:00:00Z,2_Consultation_Begin,2011-11-09T08:00:00Z,4_GiC_Receipt,2012-02-04T08:00:00Z,3_Consultation_End,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,2022-01-10T08:00:00Z,1_Response_Statement,2022-01-24T08:00:00Z,0_COSEWIC_Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
